error,latency_s,num_contexts,answerable,expected_answerable,difficulty,category,id,user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
,0.022633399999904213,1,False,True,easy,exact_lookup,GT_011,Điểm c khoản 4 Điều 11 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Tín hiệu đèn màu đỏ là cấm đi
Tín hiệu đèn màu đỏ là cấm đi
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 11 - Khoản 4 - Điểm c",0.5,0.0,0.0,0.0,0.07743769945104945
,0.02195090000077471,1,False,True,medium,exact_lookup,GT_012,Khoản 2 Điều 25 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Chỉ được dừng xe, đỗ xe ở nơi quy định; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe thì được dừng xe, đỗ xe ở làn dừng khẩn cấp cùng chiều xe chạy và phải có báo hiệu bằng đèn khẩn cấp; trường hợp xe không thể di chuyển được vào làn dừng khẩn cấp, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách tối thiểu 150 mét, nhanh chóng báo cho cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến hoặc cơ quan quản lý đường cao tốc.
Chỉ được dừng xe, đỗ xe ở nơi quy định; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe thì được dừng xe, đỗ xe ở làn dừng khẩn cấp cùng chiều xe chạy và phải có báo hiệu bằng đèn khẩn cấp; trường hợp xe không thể di chuyển được vào làn dừng khẩn cấp, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách tối thiểu 150 mét, nhanh chóng báo cho cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến hoặc cơ quan quản lý đường cao tốc.
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 25 - Khoản 2",0.5,0.0,0.0,0.6666666666666666,0.0861935194612507
,0.020959599999514467,1,False,True,medium,exact_lookup,GT_013,Khoản 4 Điều 27 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Xe ưu tiên quy định tại các điểm a, b, c và d khoản 2 Điều này không bị hạn chế tốc độ; được phép đi không phụ thuộc vào tín hiệu đèn giao thông, đi vào đường ngược chiều, các đường khác có thể đi được; riêng đối với đường cao tốc, chỉ được đi ngược chiều trên làn dừng xe khẩn cấp; phải tuân theo hiệu lệnh của người điều khiển giao thông, biển báo hiệu tạm thời.
Xe ưu tiên quy định tại các điểm a, b, c và d khoản 2 Điều này không bị hạn chế tốc độ; được phép đi không phụ thuộc vào tín hiệu đèn giao thông, đi vào đường ngược chiều, các đường khác có thể đi được; riêng đối với đường cao tốc, chỉ được đi ngược chiều trên làn dừng xe khẩn cấp; phải tuân theo hiệu lệnh của người điều khiển giao thông, biển báo hiệu tạm thời.
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 27 - Khoản 4",0.5,0.0,0.0,0.0,0.09241114096560948
,0.024241400000391877,1,False,True,easy,exact_lookup,GT_014,Điểm a khoản 2 Điều 30 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Trẻ em dưới 07 tuổi khi đi qua đường phải có người lớn dẫn dắt
Trẻ em dưới 07 tuổi khi đi qua đường phải có người lớn dẫn dắt
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 30 - Khoản 2 - Điểm a",0.2,0.0,0.0,0.0,0.07762516612877367
,0.022910899999260437,1,False,True,easy,exact_lookup,GT_015,Điểm c khoản 1 Điều 33 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Trẻ em dưới 12 tuổi
Trẻ em dưới 12 tuổi
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 33 - Khoản 1 - Điểm c",0.5,0.0,0.0,0.0,0.08442697963719992
,0.023179499999969266,1,False,True,easy,exact_lookup,GT_016,Điểm b khoản 3 Điều 36 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Trường hợp xe hết niên hạn sử dụng, hư hỏng không sử dụng được hoặc chuyển quyền sở hữu xe, chủ xe được giữ lại số biển số xe trong thời hạn 05 năm để đăng ký cho xe khác thuộc sở hữu của mình; quá thời hạn nêu trên, số biển số xe đó bị cơ quan đăng ký xe thu hồi, nhập vào kho biển số xe để đăng ký, cấp cho tổ chức, cá nhân khác, trừ trường hợp chuyển nhượng, trao đổi, tặng cho, để thừa kế xe gắn với biển số xe trúng đấu giá
Trường hợp xe hết niên hạn sử dụng, hư hỏng không sử dụng được hoặc chuyển quyền sở hữu xe, chủ xe được giữ lại số biển số xe trong thời hạn 05 năm để đăng ký cho xe khác thuộc sở hữu của mình; quá thời hạn nêu trên, số biển số xe đó bị cơ quan đăng ký xe thu hồi, nhập vào kho biển số xe để đăng ký, cấp cho tổ chức, cá nhân khác, trừ trường hợp chuyển nhượng, trao đổi, tặng cho, để thừa kế xe gắn với biển số xe trúng đấu giá
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 36 - Khoản 3 - Điểm b",0.2,0.0,0.0,0.0,0.10827214216902803
,0.022786399999858986,1,False,True,medium,exact_lookup,GT_017,Khoản 2 Điều 58 36/2024/QH15 quy định gì?,['Không có context/citation được hệ thống trả về.'],"Tôi chưa đủ căn cứ trong bộ dữ liệu hiện tại để trả lời chính xác. Bạn có thể nêu rõ văn bản, điều khoản, loại phương tiện hoặc ngày xảy ra hành vi.","Giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng từ ngày bị trừ điểm gần nhất thì được phục hồi đủ 12 điểm.
Giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng từ ngày bị trừ điểm gần nhất thì được phục hồi đủ 12 điểm.
Căn cứ kỳ vọng: 36/2024/QH15 - Điều 58 - Khoản 2",0.5,0.0,0.0,0.0,0.09444472430862794
,0.06802400000015041,2,True,True,easy,exact_lookup,GT_018,Điểm a khoản 2 Điều 8 165/2024/NĐ-CP quy định gì?,"['165/2024/NĐ-CP - Điều 8 - Khoản 2\n2. Số hiệu đường bộ bao gồm phần ký hiệu bằng chữ cái viết tắt của các\nloại đường, liền phía sau chữ cái là dấu chấm, số tự nhiên phía sau dấu chấm và\nđược quy định đối với đường cao tốc, quốc lộ, đường tỉnh, đường huyện, đường\nđô thị nhu sau:', '165/2024/NĐ-CP - Điều 8 - Khoản 2 - Điểm a\na) Số hiệu của đường cao tốc bao gồm: chữ “CT.” sau đó là số tự nhiên của\nđường cần đặt, chữ cái nếu có;']","### Trả lời
Dưới đây là các căn cứ liên quan nhất tìm được trong corpus.

- Điều 8 (Đặt tên, đổi tên, số hiệu đường bộ) - Khoản 2: 2. Số hiệu đường bộ bao gồm phần ký hiệu bằng chữ cái viết tắt của các
loại đường, liền phía sau chữ cái là dấu chấm, số tự nhiên phía sau dấu chấm và
được quy định đối với đường cao tốc, quốc lộ, đường tỉnh, đường huyện, đường
đô thị nhu sau:

- Điều 8 (Đặt tên, đổi tên, số hiệu đường bộ) - Khoản 2 - Điểm a: a) Số hiệu của đường cao tốc bao gồm: chữ “CT.” sau đó là số tự nhiên của
đường cần đặt, chữ cái nếu có;

### Căn cứ pháp lý
1. 165/2024/NĐ-CP: Điều 8 (Đặt tên, đổi tên, số hiệu đường bộ) - Khoản 2
2. 165/2024/NĐ-CP: Điều 8 (Đặt tên, đổi tên, số hiệu đường bộ) - Khoản 2 - Điểm a

### Thời điểm áp dụng
Kết quả đã lọc sơ bộ theo ngày 2026-08-12 dựa trên metadata hiệu lực cấp văn bản/chunk.

### Lưu ý
Với câu hỏi về mức phạt hoặc quy định có văn bản sửa đổi, cần kiểm tra kỹ các nguồn được dẫn.","Số hiệu của đường cao tốc bao gồm: chữ “CT.” sau đó là số tự nhiên của
đường cần đặt, chữ cái nếu có
Số hiệu của đường cao tốc bao gồm: chữ “CT.” sau đó là số tự nhiên của
đường cần đặt, chữ cái nếu có
Căn cứ kỳ vọng: 165/2024/NĐ-CP - Điều 8 - Khoản 2 - Điểm a",0.8,0.0,0.99999999995,0.6666666666666666,0.5110597476163438
,0.05990329999985988,2,True,True,easy,exact_lookup,GT_019,Điểm a khoản 1 Điều 10 165/2024/NĐ-CP quy định gì?,"['165/2024/NĐ-CP - Điều 10 - Khoản 1\n1. Phần đất để bảo vệ, bảo trì đường bộ đối với đường bộ ngoài đô thị được\nxác định như sau:', '165/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a\na) Chiều rộng phần đất để bảo vệ, bảo trì đường bộ ngoài đô thị không nhỏ\nhơn 3,0 mét đối với đường cao tốc, đường cấp I và đường cấp II; 2,0 mét đối với\nđường cấp III; 1,0 mét đối với đường cấp IV, cấp V, cấp VI, đường cấp A, В, С,\nD, đường khác và được xác định như sau: được tính từ chân ta luy nền đường đắp,\nmép ngoài cùng của rãnh đỉnh trở ra; ở nơi không xây dựng rãnh đỉnh thì được\ntính từ mép trên cùng đỉnh mái ta luy dương nền đường đào trở ra; tại các đoạn\nđường không đào, không đắp thì tính từ mép ngoài cùng của rãnh dọc trở ra:']","### Trả lời
Dưới đây là các căn cứ liên quan nhất tìm được trong corpus.

- Điều 10 (Phần đất để bảo vệ, bảo trì đường bộ) - Khoản 1: 1. Phần đất để bảo vệ, bảo trì đường bộ đối với đường bộ ngoài đô thị được
xác định như sau:

- Điều 10 (Phần đất để bảo vệ, bảo trì đường bộ) - Khoản 1 - Điểm a: a) Chiều rộng phần đất để bảo vệ, bảo trì đường bộ ngoài đô thị không nhỏ
hơn 3,0 mét đối với đường cao tốc, đường cấp I và đường cấp II; 2,0 mét đối với
đường cấp III; 1,0 mét đối với đường cấp IV, cấp V, cấp VI, đường cấp A, В, С,
D, đường khác và được xác định như sau: được tính từ chân ta luy nền đường đắp,
mép ngoài cùng của rãnh đỉnh trở ra; ở nơi không xây dựng rãnh đỉnh thì được
tính từ mép trên cùng đỉnh mái ta luy dương nền đường đào trở ra; tại các đoạn
đường không đào, không đắp thì tính từ mép ngoài cùng của rãnh dọc trở ra:

### Căn cứ pháp lý
1. 165/2024/NĐ-CP: Điều 10 (Phần đất để bảo vệ, bảo trì đường bộ) - Khoản 1
2. 165/2024/NĐ-CP: Điều 10 (Phần đất để bảo vệ, bảo trì đường bộ) - Khoản 1 - Điểm a

### Thời điểm áp dụng
Kết quả đã lọc sơ bộ theo ngày 2026-08-12 dựa trên metadata hiệu lực cấp văn bản/chunk.

### Lưu ý
Với câu hỏi về mức phạt hoặc quy định có văn bản sửa đổi, cần kiểm tra kỹ các nguồn được dẫn.","Chiều rộng phần đất để bảo vệ, bảo trì đường bộ ngoài đô thị không nhỏ
hơn 3,0 mét đối với đường cao tốc, đường cấp I và đường cấp II; 2,0 mét đối với
đường cấp III; 1,0 mét đối với đường cấp IV, cấp V, cấp VI, đường cấp A, В, С,
D, đường khác và được xác định như sau: được tính từ chân ta luy nền đường đắp,
mép ngoài cùng của rãnh đỉnh trở ra; ở nơi không xây dựng rãnh đỉnh thì được
tính từ mép trên cùng đỉnh mái ta luy dương nền đường đào trở ra; tại các đoạn
đường không đào, không đắp thì tính từ mép ngoài cùng của rãnh dọc trở ra:
Chiều rộng phần đất để bảo vệ, bảo trì đường bộ ngoài đô thị không nhỏ
hơn 3,0 mét đối với đường cao tốc, đường cấp I và đường cấp II; 2,0 mét đối với
đường cấp III; 1,0 mét đối với đường cấp IV, cấp V, cấp VI, đường cấp A, В, С,
D, đường khác và được xác định như sau: được tính từ chân ta luy nền đường đắp,
mép ngoài cùng của rãnh đỉnh trở ra; ở nơi không xây dựng rãnh đỉnh thì được
tính từ mép trên cùng đỉnh mái ta luy dương nền đường đào trở ra; tại các đoạn
đường không đào, không đắp thì tính từ mép ngoài cùng của rãnh dọc trở ra:
Căn cứ kỳ vọng: 165/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a",0.8181818181818182,0.0,0.99999999995,0.6666666666666666,0.7200272338178832
,0.05157539999981964,1,True,True,medium,exact_lookup,GT_020,Khoản 1 Điều 11 165/2024/NĐ-CP quy định gì?,"['165/2024/NĐ-CP - Điều 11 - Khoản 1\n1. Đối với đường ngoài đô thị, chiều rộng hành lang an toàn đường bộ được\ntính từ mép ngoài phần đất để bảo vệ, bảo trì đường bộ trở ra mỗi bên như sau:\n17 mét đối với đường cao tốc, cấp I và cấp II; 13 mét đối với đường cấp III; 9,0 mét\nđối với đường cấp IV và cấp V; 4,0 mét đối với đường cấp VI và đường cấp A,\nB, C, D, đường khác.']","### Trả lời
Dưới đây là các căn cứ liên quan nhất tìm được trong corpus.

- Điều 11 (Hành lang an toàn đường bộ) - Khoản 1: 1. Đối với đường ngoài đô thị, chiều rộng hành lang an toàn đường bộ được
tính từ mép ngoài phần đất để bảo vệ, bảo trì đường bộ trở ra mỗi bên như sau:
17 mét đối với đường cao tốc, cấp I và cấp II; 13 mét đối với đường cấp III; 9,0 mét
đối với đường cấp IV và cấp V; 4,0 mét đối với đường cấp VI và đường cấp A,
B, C, D, đường khác.

### Căn cứ pháp lý
1. 165/2024/NĐ-CP: Điều 11 (Hành lang an toàn đường bộ) - Khoản 1

### Thời điểm áp dụng
Kết quả đã lọc sơ bộ theo ngày 2026-08-12 dựa trên metadata hiệu lực cấp văn bản/chunk.

### Lưu ý
Với câu hỏi về mức phạt hoặc quy định có văn bản sửa đổi, cần kiểm tra kỹ các nguồn được dẫn.","Đối với đường ngoài đô thị, chiều rộng hành lang an toàn đường bộ được
tính từ mép ngoài phần đất để bảo vệ, bảo trì đường bộ trở ra mỗi bên như sau:
17 mét đối với đường cao tốc, cấp I và cấp II; 13 mét đối với đường cấp III; 9,0 mét
đối với đường cấp IV và cấp V; 4,0 mét đối với đường cấp VI và đường cấp A,
B, C, D, đường khác.
Đối với đường ngoài đô thị, chiều rộng hành lang an toàn đường bộ được
tính từ mép ngoài phần đất để bảo vệ, bảo trì đường bộ trở ra mỗi bên như sau:
17 mét đối với đường cao tốc, cấp I và cấp II; 13 mét đối với đường cấp III; 9,0 mét
đối với đường cấp IV và cấp V; 4,0 mét đối với đường cấp VI và đường cấp A,
B, C, D, đường khác.
Căn cứ kỳ vọng: 165/2024/NĐ-CP - Điều 11 - Khoản 1",0.7777777777777778,0.0,0.9999999999,0.6666666666666666,0.7777511816946749
,0.05810310000015306,2,True,True,easy,exact_lookup,GT_021,Điểm a khoản 1 Điều 21 165/2024/NĐ-CP quy định gì?,"['165/2024/NĐ-CP - Điều 21 - Khoản 1\n1. Việc sử dụng tạm thời lòng đường, via hè vào mục đích khác bao gồm:', '165/2024/NĐ-CP - Điều 21 - Khoản 1 - Điểm a\na) Phục vụ các hoạt động: sự kiện chính trị và hoạt động văn hoá, thể thao;\nphòng, chống, khắc phục hậu quả thiên tai; cứu nạn, cứu hộ; phòng, chống cháy\nnổ; tìm kiếm cứu nạn; phòng, chống dịch bệnh;']","### Trả lời
Dưới đây là các căn cứ liên quan nhất tìm được trong corpus.

- Điều 21 (Sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác) - Khoản 1: 1. Việc sử dụng tạm thời lòng đường, via hè vào mục đích khác bao gồm:

- Điều 21 (Sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác) - Khoản 1 - Điểm a: a) Phục vụ các hoạt động: sự kiện chính trị và hoạt động văn hoá, thể thao;
phòng, chống, khắc phục hậu quả thiên tai; cứu nạn, cứu hộ; phòng, chống cháy
nổ; tìm kiếm cứu nạn; phòng, chống dịch bệnh;

### Căn cứ pháp lý
1. 165/2024/NĐ-CP: Điều 21 (Sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác) - Khoản 1
2. 165/2024/NĐ-CP: Điều 21 (Sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác) - Khoản 1 - Điểm a

### Thời điểm áp dụng
Kết quả đã lọc sơ bộ theo ngày 2026-08-12 dựa trên metadata hiệu lực cấp văn bản/chunk.

### Lưu ý
Với câu hỏi về mức phạt hoặc quy định có văn bản sửa đổi, cần kiểm tra kỹ các nguồn được dẫn.","Phục vụ các hoạt động: sự kiện chính trị và hoạt động văn hoá, thể thao;
phòng, chống, khắc phục hậu quả thiên tai; cứu nạn, cứu hộ; phòng, chống cháy
nổ; tìm kiếm cứu nạn; phòng, chống dịch bệnh
Phục vụ các hoạt động: sự kiện chính trị và hoạt động văn hoá, thể thao;
phòng, chống, khắc phục hậu quả thiên tai; cứu nạn, cứu hộ; phòng, chống cháy
nổ; tìm kiếm cứu nạn; phòng, chống dịch bệnh
Căn cứ kỳ vọng: 165/2024/NĐ-CP - Điều 21 - Khoản 1 - Điểm a",0.8333333333333334,0.0,0.99999999995,0.75,0.8659121300829907
